Transaction_ID,Customer_ID,Date,Category,Price,Quantity,Discount,Region,Payment_Method
TXN-1098,,2023-12-25,Sports,471.91,4,,West,Credit Card
TXN-1099,712,2023-08-10,Clothing,167.94,2,0.0,North,PayPal
TXN-1100,790,2023-12-11,HOME ,9999.99,10,0.1,West,
TXN-1101,384,2023-10-27,Sports,321.04,3,0.0,West,Cash
TXN-1102,,2023-06-14,Clothing,61.25,1,0.2,West,
TXN-1103,,2023-10-09, Electronics ,232.86,2,0.2,East,Credit Card
TXN-1104,,2023-09-21, Electronics ,332.25,4,,West,Credit Card
TXN-1105,,2023-11-15,Sports,316.45,10,0.0,South,Cash
TXN-1106,662,2023-05-28,Sports,441.61,3,0.0,North,PayPal
TXN-1107,826,2023-06-09,electronics,16.7,3,0.0,South,Credit Card
TXN-1108,572,2023-11-28,clothing,254.2,5,0.2,west ,Cash
TXN-1109,,2023-08-30,clothing,233.83,1,,South,PayPal
TXN-1110,984,2023-05-22,Sports,176.54,10,0.2,North,Cash
TXN-1111,,2023-10-28,electronics,499.46,3,0.1,West,
TXN-1112,,2023-10-10,electronics,194.83,2,0.1,South,
TXN-1113,,2023-01-23,HOME ,374.91,5,,West,PayPal
TXN-1114,607,2023-03-06,electronics,483.02,2,0.0,West,Credit Card
TXN-1115,,2023-01-08,Clothing,80.64,10,0.1,North,
TXN-1116,,2023-06-23,electronics,349.43,5,0.0,East,
TXN-1117,,2023-10-05, Electronics ,312.56,1,0.2,South,Credit Card
TXN-1118,544,2023-11-21,Clothing,437.56,3,0.1,East,Credit Card
TXN-1119,,2023-01-29,HOME ,185.65,3,0.1,South,
TXN-1120,679,2023-03-29,clothing,48.69,10,,west ,PayPal
TXN-1121,609,2023-04-29,Sports,322.57,3,0.2,North,
TXN-1122,394,2023-02-07,Sports,473.17,4,0.2,West,Cash
TXN-1123,,2023-04-12,Sports,428.13,-1,0.1,West,Cash
TXN-1124,,2023-12-25,HOME ,20.75,10,,East,Credit Card
TXN-1125,679,2023-11-07,Clothing,253.4,2,0.1,west ,Cash
TXN-1126,324,2023-11-14,HOME ,342.1,5,0.1,North,Credit Card
TXN-1127,,2023-01-18,electronics,188.78,1,0.0,East,Cash
TXN-1128,,2023-03-31,clothing,74.76,4,0.2,west ,Cash
TXN-1129,950,2023-05-12,Sports,484.02,2,0.2,North,
TXN-1130,177,2023-04-26,Clothing,364.87,3,0.2,North,
TXN-1131,,2023-10-02, Electronics ,232.85,5,0.2,west ,
TXN-1132,,2023-02-25,Clothing,124.57,-1,0.2,west ,PayPal
TXN-1133,763,2023-11-22,Sports,455.6,2,,North,PayPal
TXN-1134,146,2023-06-05,Sports,66.9,1,0.1,West,
TXN-1135,,2023-10-28,Clothing,366.03,3,0.0,West,
TXN-1136,386,2023-12-20,HOME ,116.46,3,0.1,East,Credit Card
TXN-1137,,2023-10-06,Clothing,185.75,3,0.2,South,Credit Card
TXN-1138,,2023-02-16,Clothing,113.93,5,0.0,North,Cash
TXN-1139,349,2023-10-17,clothing,43.62,10,0.1,west ,PayPal
TXN-1140,932,2023-06-18,clothing,396.44,4,0.0,East,PayPal
TXN-1141,,2023-03-31, Electronics ,333.92,-1,0.1,North,Cash
TXN-1142,908,2023-10-29,HOME ,17.73,2,0.0,South,
TXN-1143,638,2023-02-02,Sports,229.65,2,0.0,West,PayPal
TXN-1144,729,2023-12-04,electronics,157.8,5,0.0,North,
TXN-1145,,2023-08-07,Clothing,62.9,5,,North,Credit Card
TXN-1146,429,2023-02-03,clothing,144.76,5,0.2,West,Cash
TXN-1147,,2023-02-20,Clothing,66.06,5,0.1,West,
TXN-1148,,2023-06-23,Sports,205.38,5,0.0,East,
TXN-1149,,2023-07-11,clothing,346.54,3,0.0,North,Credit Card
TXN-1150,,2023-02-19,Clothing,372.01,10,0.1,west ,Credit Card
TXN-1151,,2023-12-10, Electronics ,211.3,10,,North,Cash
TXN-1152,,2023-06-30, Electronics ,293.18,1,0.1,West,PayPal
TXN-1153,967,2023-06-29,electronics,190.1,10,0.2,west ,PayPal
TXN-1154,,2023-10-15,electronics,310.65,5,0.0,west ,Cash
TXN-1155,129,2023-05-20,Clothing,383.58,2,0.2,North,PayPal
TXN-1156,990,2023-10-17,Clothing,206.38,1,0.0,North,PayPal
TXN-1157,,2023-08-21,HOME ,87.13,2,0.2,west ,Credit Card
TXN-1158,153,2023-03-22,electronics,34.38,-1,0.2,West,
TXN-1159,,2023-08-01,HOME ,115.63,4,0.0,East,
TXN-1160,,2023-12-14,Clothing,300.64,4,0.2,North,PayPal
TXN-1161,504,2023-01-04,clothing,157.7,1,0.1,East,Cash
TXN-1162,435,2023-01-04,Sports,376.04,1,0.1,West,PayPal
TXN-1163,,2023-02-06,Sports,432.26,-1,,North,
TXN-1164,,2023-10-22,Sports,290.97,5,,East,Credit Card
TXN-1165,514,2023-06-16,clothing,402.65,4,,East,Credit Card
TXN-1166,547,2023-05-05,Sports,298.55,4,0.0,West,Cash
TXN-1167,,2023-04-24,HOME ,391.77,-1,0.0,west ,PayPal
TXN-1168,,2023-06-29,Clothing,479.53,5,0.1,South,Credit Card
TXN-1169,,2023-04-12,clothing,305.18,10,0.0,South,
TXN-1170,,2023-12-15,electronics,325.07,4,0.2,East,PayPal
TXN-1170,,2023-12-15,electronics,325.07,4,0.2,East,PayPal
TXN-1171,550,2023-08-29,Sports,319.38,10,0.2,west ,Credit Card
TXN-1172,460,2023-06-08,Sports,231.44,-1,0.2,East,Credit Card
TXN-1173,760,2023-11-11,electronics,258.46,3,0.0,West,PayPal
TXN-1174,,2023-09-14,clothing,479.28,3,0.0,East,Credit Card
TXN-1175,616,2023-01-21,clothing,356.73,3,0.1,East,Cash
TXN-1176,,2023-07-29,HOME ,342.66,-1,0.2,North,Cash
TXN-1177,,2023-05-26,HOME ,364.63,5,0.1,East,Credit Card
TXN-1178,696,2023-06-29,HOME ,484.17,5,,South,Credit Card
TXN-1179,,2023-11-26,HOME ,408.46,5,0.0,West,Cash
TXN-1180,,2023-06-08,clothing,476.07,2,,South,PayPal
TXN-1181,240,2023-02-09,HOME ,423.77,-1,0.0,East,PayPal
TXN-1182,,2023-03-20,clothing,98.61,5,0.1,West,Credit Card
TXN-1183,,2023-12-13,Clothing,126.39,3,0.2,West,PayPal
TXN-1184,646,2023-06-08,Sports,452.95,1,0.2,west ,
TXN-1185,,2023-07-15,electronics,268.46,1,0.1,west ,PayPal
TXN-1186,,2023-01-27,Clothing,245.49,2,0.0,west ,Credit Card
TXN-1187,391,2023-03-24,HOME ,230.17,4,0.1,West,Credit Card
TXN-1188,,2023-06-28, Electronics ,213.3,3,0.2,South,
TXN-1189,,2023-04-25, Electronics ,166.16,-1,0.2,South,PayPal
TXN-1190,,2023-08-30,Clothing,417.24,10,,West,Credit Card
TXN-1191,181,2023-05-12,clothing,419.13,4,,North,Cash
TXN-1192,,2023-03-04, Electronics ,126.84,5,,North,Credit Card
TXN-1193,,2023-11-02,electronics,18.05,4,0.1,South,Cash
TXN-1194,539,2023-11-11,HOME ,127.88,3,0.1,North,Cash
TXN-1195,169,2023-07-19,Sports,31.33,3,0.2,East,Credit Card
TXN-1196,465,2023-06-26,clothing,369.14,5,0.0,west ,Cash
TXN-1197,236,2023-06-30,electronics,175.89,5,0.1,West,
TXN-1198,746,2023-03-11, Electronics ,360.86,3,0.0,East,PayPal
TXN-1199,144,2023-01-22,HOME ,467.35,4,,west ,
TXN-1200,359,2023-11-28,clothing,150.19,10,0.0,East,Cash
TXN-1201,,2023-08-12,Sports,374.22,3,0.2,South,
TXN-1202,,2023-07-08,electronics,140.69,-1,,North,
TXN-1203,716,2023-10-07,HOME ,167.39,-1,0.2,East,Cash
TXN-1204,,2023-03-27,Clothing,227.52,3,0.0,East,
TXN-1205,381,2023-02-08,Clothing,322.38,2,0.1,North,PayPal
TXN-1206,,2023-01-18,clothing,42.94,10,0.2,East,
TXN-1207,680,2023-11-06,clothing,342.74,2,0.2,West,Credit Card
TXN-1208,687,2023-09-29,HOME ,205.04,5,0.2,South,Credit Card
TXN-1209,126,2023-09-13,electronics,199.62,4,0.0,East,Cash
TXN-1210,,2023-04-20,electronics,149.93,3,0.1,North,PayPal
TXN-1211,973,2023-08-20,clothing,450.35,3,0.0,East,Cash
TXN-1212,826,2023-10-09,electronics,152.28,2,0.1,South,Cash
TXN-1213,620,2023-03-04,clothing,398.11,1,,North,Cash
TXN-1214,,2023-08-28,electronics,73.59,-1,0.0,East,
TXN-1215,,2023-09-27,Sports,386.89,10,0.0,South,Cash
TXN-1216,757,2023-08-19,Sports,343.25,2,0.1,west ,PayPal
TXN-1217,886,2023-08-10,electronics,456.25,-1,0.0,west ,PayPal
TXN-1218,411,2023-03-24,HOME ,468.02,1,0.2,west ,Cash
TXN-1219,966,2023-05-09,clothing,321.18,4,0.2,South,Cash
TXN-1220,729,2023-09-15,Clothing,92.63,4,0.1,South,Cash
TXN-1221,962,2023-01-15, Electronics ,32.28,5,0.2,South,
TXN-1222,732,2023-09-12,Clothing,277.33,5,0.2,West,PayPal
TXN-1223,,2023-06-02,Sports,45.76,-1,0.1,West,
TXN-1224,,2023-04-15,HOME ,307.26,2,0.2,East,
TXN-1225,,2023-09-21,electronics,62.03,1,,North,Cash
TXN-1226,560,2023-03-14, Electronics ,34.8,3,,South,PayPal
TXN-1227,,2023-10-23,Clothing,163.23,10,0.1,West,
TXN-1228,,2023-09-12, Electronics ,54.12,3,,South,PayPal
TXN-1229,,2023-01-25, Electronics ,147.86,4,,East,Credit Card
TXN-1230,967,2023-08-09,clothing,442.4,5,0.2,West,Cash
TXN-1231,,2023-01-27,electronics,285.29,2,0.2,North,
TXN-1232,,2023-10-09,HOME ,414.4,4,0.0,South,Credit Card
TXN-1233,,2023-06-23,electronics,470.08,10,0.1,South,
TXN-1234,612,2023-01-24, Electronics ,77.15,2,,west ,
TXN-1235,252,2023-06-17,electronics,166.08,3,0.2,west ,Cash
TXN-1236,,2023-12-29,electronics,156.9,10,0.0,East,Cash
TXN-1237,789,2023-08-02,electronics,160.76,5,0.0,west ,
TXN-1238,371,2023-01-27,electronics,245.42,4,,South,PayPal
TXN-1239,132,2023-04-08, Electronics ,226.11,3,0.1,West,PayPal
TXN-1240,,2023-02-01,Clothing,77.66,1,0.2,West,
TXN-1241,421,2023-08-24,electronics,177.74,2,0.2,west ,
TXN-1242,296,2023-05-23,electronics,156.26,2,0.2,South,
TXN-1243,,2023-06-28,electronics,467.51,10,0.2,East,Credit Card
TXN-1244,,2023-07-22,HOME ,477.76,10,0.1,East,Credit Card
TXN-1245,394,2023-06-27,Sports,331.43,5,,South,PayPal
TXN-1246,,2023-10-15,Clothing,143.09,-1,0.1,South,Credit Card
TXN-1247,785,2023-11-23,clothing,35.72,3,0.2,West,Credit Card
TXN-1248,797,2023-01-03,electronics,489.18,1,,West,
TXN-1249,766,2023-05-28,HOME ,149.85,-1,0.0,west ,PayPal
TXN-1250,647,2023-03-31,Sports,442.3,1,0.0,West,
TXN-1251,,2023-01-20, Electronics ,156.21,4,0.0,East,Cash
TXN-1252,,2023-03-10,electronics,239.33,1,0.0,East,PayPal
TXN-1253,,2023-11-28,HOME ,362.11,-1,0.2,East,PayPal
TXN-1254,,2023-08-07,electronics,170.68,3,0.0,South,PayPal
TXN-1255,,2023-05-08, Electronics ,137.78,1,,East,Cash
TXN-1256,409,2023-05-14,Clothing,186.18,1,0.0,North,
TXN-1257,414,2023-07-27,Clothing,256.24,5,0.2,North,Cash
TXN-1258,476,2023-04-23,clothing,244.31,3,0.2,West,
TXN-1259,875,2023-05-07,Clothing,379.82,10,0.0,west ,
TXN-1260,,2023-02-09,electronics,64.98,10,0.1,west ,PayPal
TXN-1261,,2023-09-24,Sports,66.96,1,,North,
TXN-1262,928,2023-08-21,clothing,261.49,3,0.0,west ,
TXN-1263,,2023-01-12,Sports,134.68,-1,0.1,west ,Credit Card
TXN-1264,,2023-06-26,Clothing,41.24,-1,0.0,West,Credit Card
TXN-1265,,2023-04-03,clothing,385.26,5,,East,
TXN-1266,,2023-07-12, Electronics ,344.54,5,0.1,East,Credit Card
TXN-1267,,2023-09-28,clothing,366.65,1,0.0,North,Cash
TXN-1268,,2023-09-30,Sports,413.45,1,,East,PayPal
TXN-1269,382,2023-02-27, Electronics ,406.64,3,0.0,South,PayPal
TXN-1270,168,2023-11-01, Electronics ,228.76,5,0.0,South,Credit Card
TXN-1271,,2023-04-30,electronics,116.46,10,0.0,South,Cash
TXN-1272,,2023-10-23,electronics,388.54,10,0.2,South,Cash
TXN-1273,997,2023-12-05,electronics,118.31,2,0.2,North,PayPal
TXN-1274,,2023-10-12,Sports,32.97,2,,west ,Cash
TXN-1275,,2023-07-29,clothing,156.95,1,,South,PayPal
TXN-1276,407,2023-08-26, Electronics ,285.57,3,0.1,West,PayPal
TXN-1277,361,2023-06-19,Clothing,48.74,3,0.2,North,PayPal
TXN-1278,,2023-07-13,Clothing,306.44,-1,0.0,South,PayPal
TXN-1279,590,2023-06-20,HOME ,478.94,-1,0.1,South,Credit Card
TXN-1280,,2023-05-05,Clothing,306.16,1,,South,Cash
TXN-1281,,2023-07-14,Sports,271.49,2,0.2,East,Cash
TXN-1282,,2023-08-27, Electronics ,403.38,5,,East,PayPal
TXN-1283,,2023-07-31, Electronics ,285.64,1,0.1,North,Cash
TXN-1284,,2023-06-01,clothing,106.13,1,,west ,PayPal
TXN-1285,,2023-05-12,Sports,483.59,5,,West,PayPal
TXN-1286,,2023-03-28,clothing,362.95,3,0.1,west ,Credit Card
TXN-1287,636,2023-02-08,Clothing,33.77,-1,,South,PayPal
TXN-1288,169,2023-01-05,clothing,257.81,2,0.0,west ,
TXN-1289,,2023-01-09, Electronics ,270.78,3,0.0,North,Cash
TXN-1290,,2023-01-09,electronics,408.45,5,,South,Credit Card
TXN-1291,198,2023-05-04,clothing,313.69,2,0.2,East,
TXN-1292,,2023-07-27,Sports,286.85,5,0.1,East,Credit Card
TXN-1293,769,2023-02-17,Sports,195.84,4,,North,Credit Card
TXN-1294,819,2023-02-12,Sports,424.21,5,0.2,west ,Credit Card
TXN-1295,640,2023-04-28,clothing,451.62,5,,East,Credit Card
TXN-1296,,2023-10-06,electronics,332.47,1,0.2,North,PayPal
TXN-1297,701,2023-12-31,Sports,465.15,2,0.1,west ,PayPal
TXN-1298,,2023-12-13,electronics,172.55,10,0.1,North,Cash
TXN-1299,154,2023-08-12,clothing,420.95,2,,East,Credit Card
TXN-1300,,2023-08-19,Sports,121.79,4,,West,PayPal
TXN-1301,,2023-02-13,electronics,154.74,1,0.0,North,Cash
TXN-1302,,2023-12-31,Clothing,85.6,3,0.2,East,Credit Card
TXN-1303,193,2023-06-07,Sports,186.36,2,0.0,South,Credit Card
TXN-1304,,2023-08-18,electronics,281.82,3,0.0,North,Credit Card
TXN-1305,462,2023-11-02,electronics,394.37,10,,North,Cash
TXN-1306,,2023-02-13,Clothing,451.56,1,0.1,West,PayPal
TXN-1307,,2023-06-04,HOME ,251.63,-1,0.1,West,Cash
TXN-1308,,2023-09-05, Electronics ,186.95,1,,west ,PayPal
TXN-1309,568,2023-03-11,HOME ,13.32,3,0.2,west ,
TXN-1310,,2023-08-14,HOME ,221.0,10,0.1,East,Cash
TXN-1311,717,2023-09-03,HOME ,97.04,3,0.2,East,
TXN-1312,689,2023-06-16,Sports,147.35,10,,East,Credit Card
TXN-1313,677,2023-10-31,electronics,98.16,10,0.0,West,PayPal
TXN-1314,,2023-12-21, Electronics ,411.29,10,,West,PayPal
TXN-1315,,2023-05-04,HOME ,332.74,5,,West,Credit Card
TXN-1316,,2023-10-26,Sports,271.84,10,,west ,Credit Card
TXN-1317,,2023-12-26,electronics,300.97,-1,0.0,South,Cash
TXN-1318,270,2023-10-16,Clothing,341.96,3,0.2,West,Credit Card
TXN-1319,110,2023-05-13,clothing,260.23,4,0.1,West,Cash
TXN-1320,,2023-12-14,electronics,348.31,1,0.2,North,
TXN-1321,,2023-08-01, Electronics ,66.87,5,0.1,East,Cash
TXN-1322,,2023-04-16,electronics,246.63,3,0.0,West,
TXN-1323,426,2023-06-03, Electronics ,406.99,-1,0.0,East,Credit Card
TXN-1324,793,2023-05-05,electronics,95.48,1,0.2,west ,
TXN-1325,573,2023-07-27,Clothing,100.38,5,,West,Credit Card
TXN-1326,855,2023-08-19,electronics,220.48,-1,0.1,South,Cash
TXN-1327,870,2023-10-23, Electronics ,401.76,4,0.1,East,Cash
TXN-1328,,2023-02-28,HOME ,338.64,3,0.2,west ,
TXN-1329,,2023-10-28, Electronics ,180.48,10,,west ,PayPal
TXN-1330,,2023-11-11,electronics,51.53,1,0.2,North,PayPal
TXN-1331,412,2023-04-04,HOME ,349.78,4,,West,PayPal
TXN-1332,,2023-08-05,clothing,248.47,4,0.1,west ,PayPal
TXN-1333,,2023-03-13,clothing,164.14,3,0.0,East,Credit Card
TXN-1334,596,2023-04-10,Sports,482.28,4,,West,
TXN-1335,,2023-09-08,clothing,50.51,-1,0.1,East,Credit Card
TXN-1336,381,2023-10-03,HOME ,92.42,3,,west ,Credit Card
TXN-1337,686,2023-05-18,electronics,413.41,2,0.0,West,PayPal
TXN-1338,535,2023-12-01,clothing,155.88,-1,,East,Cash
TXN-1339,982,2023-08-13, Electronics ,390.06,1,0.1,west ,Cash
TXN-1340,,2023-03-26,electronics,78.23,1,0.1,North,Cash
TXN-1340,,2023-03-26,electronics,78.23,1,0.1,North,Cash
TXN-1341,,2023-11-02,electronics,92.5,5,0.2,East,Cash
TXN-1342,978,2023-03-11,Sports,460.2,2,0.1,South,PayPal
TXN-1343,,2023-05-07,Clothing,202.42,1,0.2,West,
TXN-1344,562,2023-11-21, Electronics ,207.4,5,0.2,East,
TXN-1345,,2023-10-25, Electronics ,435.76,10,0.0,West,Cash
TXN-1346,970,2023-10-01,Sports,116.74,3,0.1,West,Cash
TXN-1347,,2023-06-22,electronics,293.19,4,,East,Credit Card
TXN-1348,147,2023-11-17,Sports,17.98,10,0.1,West,
TXN-1349,,2023-04-14,Clothing,455.61,5,0.2,South,Cash
TXN-1350,,2023-05-09, Electronics ,192.2,5,0.1,North,
TXN-1351,,2023-12-25,clothing,220.32,-1,0.0,North,PayPal
TXN-1352,588,2023-03-09,electronics,120.83,5,,North,Credit Card
TXN-1353,,2023-03-03,Sports,350.08,3,0.0,South,
TXN-1354,191,2023-02-22,HOME ,190.11,2,0.1,West,PayPal
TXN-1355,756,2023-02-05,electronics,286.01,4,0.1,West,Cash
TXN-1356,839,2023-11-18,Clothing,84.17,3,,South,Credit Card
TXN-1357,202,2023-03-05,electronics,367.7,2,,East,PayPal
TXN-1358,,2023-11-27, Electronics ,131.6,4,0.2,North,Cash
TXN-1359,310,2023-07-20,HOME ,326.62,10,0.1,West,
TXN-1360,215,2023-09-13,Clothing,301.03,4,0.0,East,Cash
TXN-1361,,2023-10-19,Sports,189.05,5,0.1,West,Credit Card
TXN-1362,117,2023-01-08,HOME ,115.71,-1,,west ,Cash
TXN-1363,,2023-08-05,Clothing,207.12,5,0.1,East,Credit Card
TXN-1364,417,2023-09-19,clothing,487.41,1,0.2,West,Credit Card
TXN-1365,,2023-05-03, Electronics ,129.8,3,0.0,West,Credit Card
TXN-1366,416,2023-03-03, Electronics ,356.87,5,0.0,South,
TXN-1367,,2023-03-27,HOME ,72.2,10,0.2,North,Credit Card
TXN-1368,,2023-05-20,electronics,41.3,5,0.0,West,
TXN-1369,,2023-01-29,Sports,431.09,1,0.2,South,Cash
TXN-1370,891,2023-10-21,Clothing,364.16,1,0.0,North,Credit Card
TXN-1371,350,2023-08-30,HOME ,197.66,1,0.1,North,
TXN-1372,,2023-05-08,Sports,458.77,2,0.2,North,Cash
TXN-1373,222,2023-04-02,clothing,404.13,-1,,North,
TXN-1374,,2023-06-09,HOME ,52.33,3,0.0,East,PayPal
TXN-1375,,2023-11-15,clothing,237.32,4,,South,PayPal
TXN-1376,254,2023-07-29, Electronics ,124.17,2,0.0,East,Credit Card
TXN-1377,,2023-06-07, Electronics ,110.55,1,,West,Credit Card
TXN-1378,,2023-02-17, Electronics ,461.42,10,,East,
TXN-1379,865,2023-10-25, Electronics ,257.66,5,,North,Credit Card
TXN-1380,545,2023-05-02,HOME ,137.89,2,,East,Cash
TXN-1381,,2023-04-30, Electronics ,472.34,1,0.0,South,Credit Card
TXN-1382,,2023-08-27,HOME ,209.19,4,0.2,South,
TXN-1383,,2023-05-16, Electronics ,54.31,10,0.2,west ,Credit Card
TXN-1384,,2023-03-17, Electronics ,358.47,2,,west ,Credit Card
TXN-1385,,2023-05-14,clothing,25.23,3,,west ,PayPal
