order_id,customer_id,order_date,product_category,product_name,price,quantity,total_amount,payment_method,city,delivery_days,rating,month,month_name
1053,C995,2024-03-22,Clothing,Shorts,47140,2,94280,COD,Mumbai,2.0,3,3,March
1054,C260,2024-03-08,Clothing,Shirt,50308,1,50308,UPI,Mumbai,1.0,5,3,March
1055,C603,2024-01-08,Groceries,Oil,21495,4,85980,Unknown,Mumbai,7.0,3,1,January
1056,C132,2024-02-17,Furniture,Sofa,21080,4,84320,COD,Chennai,3.0,5,2,February
1057,C875,2024-01-27,Clothing,T-shirt,8954,2,17908,UPI,Bangalore,2.0,5,1,January
1058,C383,2024-03-04,Groceries,Oil,54245,1,54245,Unknown,Chennai,5.0,5,3,March
1059,C915,2024-01-19,Furniture,Table,27843,1,27843,COD,Delhi,4.0,3,1,January
1060,C116,2024-02-13,Clothing,Shirt,44280,4,177120,UPI,Delhi,5.0,3,2,February
1061,C136,2024-01-24,Electronics,Headphones,32835,1,32835,UPI,Mumbai,1.0,5,1,January
1062,C799,2024-03-03,Electronics,Speaker,49958,3,149874,UPI,Pune,5.0,1,3,March
1063,C227,2024-01-18,Furniture,Sofa,52679,3,158037,Card,Pune,9.0,2,1,January
1064,C669,2024-03-07,Groceries,Sugar,55206,2,110412,Card,Pune,8.0,2,3,March
1065,C953,2024-01-23,Electronics,Speaker,7655,3,22965,Unknown,Chennai,2.0,3,1,January
1066,C884,2024-02-02,Furniture,Bed,10929,2,21858,COD,Pune,9.0,3,2,February
1067,C138,2024-02-11,Furniture,Chair,12733,4,50932,Card,Chennai,7.0,2,2,February
1068,C507,2024-01-13,Furniture,Sofa,38954,2,77908,Card,Chennai,7.0,1,1,January
1069,C119,2024-03-05,Clothing,T-shirt,45291,1,45291,Card,Delhi,8.0,4,3,March
1070,C242,2024-03-06,Groceries,Wheat,112930,3,67758,COD,Chennai,7.0,3,3,March
1071,C674,2024-03-02,Clothing,Jacket,28512,2,57024,Card,Bangalore,6.0,2,3,March
1072,C404,2024-02-21,Groceries,Wheat,31489,2,62978,COD,Chennai,6.0,3,2,February
1073,C363,2024-02-22,Clothing,T-shirt,2691,1,2691,Card,Pune,5.0,4,2,February
1074,C983,2024-02-16,Clothing,Jeans,54221,1,54221,UPI,Delhi,3.0,4,2,February
1075,C469,2024-01-30,Electronics,Unknown,39767,1,39767,UPI,Chennai,3.0,1,1,January
1076,C886,2024-02-27,Clothing,Jacket,8511,3,25533,Card,Pune,7.0,2,2,February
1077,C216,2024-03-02,Groceries,Rice,25516,2,51032,COD,Pune,7.0,1,3,March
1078,C740,2024-02-27,Electronics,Unknown,34899,1,34899,Card,Bangalore,1.0,2,2,February
1079,C217,2024-02-17,Electronics,Tablet,46375,2,92750,COD,Pune,9.0,5,2,February
1080,C371,2024-03-01,Clothing,Jeans,246060,1,49212,Card,Mumbai,7.0,5,3,March
1081,C346,2024-03-07,Clothing,Jeans,48093,1,48093,Card,Mumbai,3.0,5,3,March
1082,C384,2024-03-18,Groceries,Rice,7453,1,7453,Card,Mumbai,5.0,1,3,March
1083,C552,2024-03-16,Electronics,Headphones,51493,2,102986,Card,Delhi,5.0,4,3,March
1084,C456,2024-01-23,Furniture,Unknown,56773,2,113546,COD,Chennai,6.0,5,1,January
1085,C279,2024-01-10,Groceries,Sugar,32043,2,64086,COD,Pune,3.0,2,1,January
1086,C424,2024-01-04,Clothing,Shorts,10023,1,10023,Card,Delhi,8.0,2,1,January
1087,C995,2024-02-01,Groceries,Sugar,29368,4,117472,UPI,Bangalore,4.0,4,2,February
1088,C479,2024-02-02,Clothing,T-shirt,7033,3,21099,COD,Bangalore,1.0,5,2,February
1089,C712,2024-01-12,Groceries,Oil,35706,3,107118,Card,Mumbai,3.0,1,1,January
1090,C941,2024-02-12,Groceries,Oil,38504,4,154016,UPI,Delhi,2.0,5,2,February
1091,C134,2024-03-27,Electronics,Mobile,27322,2,54644,COD,Chennai,1.0,2,3,March
1092,C701,2024-02-03,Electronics,Laptop,25551,1,25551,UPI,Chennai,3.0,1,2,February
1093,C925,2024-03-15,Clothing,T-shirt,20558,4,82232,Card,Chennai,8.0,4,3,March
1094,C860,2024-02-05,Clothing,Shorts,168480,1,33696,COD,Bangalore,5.0,1,2,February
1095,C838,2024-02-18,Furniture,Chair,35935,4,143740,UPI,Delhi,3.0,4,2,February
1096,C195,2024-01-24,Electronics,Headphones,38041,1,38041,COD,Pune,7.0,5,1,January
1097,C794,2024-01-13,Furniture,Table,225055,1,45011,Card,Mumbai,7.0,1,1,January
1098,C897,2024-01-17,Groceries,Oil,3114,1,3114,COD,Mumbai,1.0,4,1,January
1099,C441,2024-01-13,Groceries,Sugar,47159,1,47159,UPI,Mumbai,3.0,1,1,January
1100,C544,2024-01-19,Groceries,Sugar,14123,4,56492,COD,Mumbai,9.0,4,1,January
1101,C483,2024-02-21,Clothing,T-shirt,17301,3,51903,UPI,Mumbai,3.0,2,2,February
1102,C984,2024-03-09,Electronics,Speaker,5686,4,22744,COD,Pune,3.0,4,3,March
1103,C990,2024-03-25,Clothing,Jacket,23776,4,95104,Card,Pune,4.0,5,3,March
1104,C138,2024-02-22,Furniture,Bed,1367,1,1367,UPI,Bangalore,7.0,2,2,February
1105,C314,2024-03-15,Electronics,Tablet,9548,3,28644,UPI,Pune,2.0,4,3,March
1106,C591,2024-01-17,Furniture,Bed,48336,2,96672,Card,Delhi,6.0,5,1,January
1107,C492,2024-02-19,Furniture,Bed,50543,2,101086,COD,Delhi,2.0,5,2,February
1108,C521,2024-03-23,Clothing,Shirt,22756,1,22756,COD,Mumbai,8.0,5,3,March
1109,C599,2024-01-17,Groceries,Rice,26632,2,53264,COD,Delhi,7.0,1,1,January
1110,C903,2024-03-10,Groceries,Sugar,1524,4,6096,COD,Mumbai,3.0,5,3,March
1111,C266,2024-03-14,Groceries,Wheat,52275,2,104550,COD,Mumbai,3.0,3,3,March
1112,C853,2024-02-27,Groceries,Rice,20852,1,20852,COD,Chennai,4.0,4,2,February
1113,C994,2024-02-08,Clothing,T-shirt,57999,1,57999,COD,Pune,1.0,3,2,February
1114,C289,2024-03-03,Clothing,Shirt,43156,4,172624,Card,Delhi,1.0,1,3,March
1115,C216,2024-01-06,Groceries,Oil,33791,1,33791,COD,Pune,5.0,5,1,January
1116,C775,2024-01-19,Groceries,Oil,11203,1,11203,COD,Mumbai,4.0,1,1,January
1117,C332,2024-02-18,Electronics,Mobile,48729,3,146187,COD,Chennai,1.0,5,2,February
1118,C358,2024-01-16,Furniture,Chair,44797,2,89594,Unknown,Bangalore,7.0,1,1,January
1119,C429,2024-01-16,Electronics,Tablet,36570,4,29256,Card,Pune,8.0,4,1,January
1120,C472,2024-01-08,Furniture,Sofa,24159,4,96636,COD,Pune,4.0,2,1,January
1121,C415,2024-02-19,Clothing,Jeans,36687,2,73374,UPI,Bangalore,5.0,1,2,February
1122,C601,2024-03-03,Clothing,Jacket,5035,4,20140,UPI,Delhi,1.0,1,3,March
1123,C823,2024-03-17,Clothing,T-shirt,13416,1,13416,Card,Delhi,3.0,5,3,March
1124,C982,2024-03-09,Furniture,Table,45645,2,91290,UPI,Chennai,9.0,2,3,March
1125,C897,2024-01-05,Groceries,Sugar,209,4,836,COD,Delhi,7.0,1,1,January
1126,C323,2024-02-18,Electronics,Tablet,27912,2,55824,COD,Pune,5.0,2,2,February
1127,C953,2024-02-28,Furniture,Bed,4358,1,4358,Unknown,Bangalore,1.0,5,2,February
1128,C204,2024-01-01,Furniture,Table,20584,2,41168,COD,Bangalore,5.0,4,1,January
1129,C962,2024-01-05,Electronics,Mobile,18584,1,18584,Card,Chennai,6.0,3,1,January
1130,C664,2024-02-06,Clothing,Shorts,50812,3,152436,Card,Bangalore,3.0,1,2,February
1131,C556,2024-01-01,Furniture,Sofa,242060,2,96824,Card,Bangalore,3.0,5,1,January
1132,C545,2024-03-05,Furniture,Sofa,17300,4,69200,UPI,Mumbai,1.0,2,3,March
1133,C171,2024-02-08,Electronics,Tablet,36387,3,109161,UPI,Mumbai,5.0,3,2,February
1134,C367,2024-03-05,Electronics,Speaker,28738,2,57476,UPI,Mumbai,6.0,4,3,March
1135,C833,2024-02-26,Electronics,Tablet,41548,2,83096,Card,Bangalore,1.0,5,2,February
1136,C677,2024-03-15,Electronics,Tablet,39964,2,79928,Card,Mumbai,3.0,4,3,March
1137,C405,2024-03-22,Furniture,Sofa,39849,2,79698,UPI,Pune,3.0,2,3,March
1138,C265,2024-03-28,Furniture,Bed,17915,1,17915,UPI,Chennai,7.0,2,3,March
1139,C232,2024-01-29,Clothing,Jeans,57082,1,57082,Card,Mumbai,4.0,2,1,January
1140,C429,2024-01-17,Furniture,Chair,55679,1,55679,Card,Pune,4.0,5,1,January
1141,C152,2024-03-06,Furniture,Table,27369,2,54738,UPI,Bangalore,3.0,1,3,March
1142,C947,2024-03-15,Groceries,Oil,24414,3,73242,COD,Chennai,6.0,4,3,March
1143,C795,2024-01-25,Groceries,Wheat,45615,4,182460,Unknown,Chennai,3.0,3,1,January
1144,C771,2024-02-19,Clothing,Jeans,33634,1,33634,Card,Bangalore,5.0,3,2,February
1145,C565,2024-02-11,Electronics,Headphones,57308,1,57308,COD,Delhi,6.0,5,2,February
1146,C744,2024-01-12,Clothing,T-shirt,39949,1,39949,COD,Delhi,2.0,1,1,January
1147,C172,2024-01-26,Groceries,Sugar,26529,1,26529,COD,Bangalore,9.0,1,1,January
1148,C155,2024-03-03,Clothing,Jacket,217105,3,130263,Card,Mumbai,1.0,2,3,March
1149,C724,2024-02-21,Clothing,Shirt,13768,4,55072,Card,Pune,8.0,2,2,February
1150,C177,2024-03-28,Clothing,Jeans,28899,3,86697,UPI,Pune,2.0,5,3,March
1151,C798,2024-02-25,Electronics,Mobile,39777,2,79554,UPI,Pune,3.0,3,2,February
1152,C849,2024-01-18,Electronics,Tablet,18230,3,54690,Unknown,Pune,6.0,3,1,January
1153,C291,2024-03-29,Electronics,Headphones,34874,3,104622,UPI,Mumbai,7.0,5,3,March
1154,C138,2024-02-26,Clothing,T-shirt,10467,2,20934,Card,Delhi,1.0,2,2,February
1155,C636,2024-01-17,Electronics,Laptop,49477,4,197908,Card,Mumbai,4.0,1,1,January
1156,C166,2024-01-18,Electronics,Headphones,42763,2,85526,UPI,Bangalore,4.0,2,1,January
1157,C468,2024-03-23,Furniture,Table,13110,4,52440,COD,Mumbai,9.0,5,3,March
1158,C419,2024-02-28,Clothing,Unknown,19323,2,38646,Card,Bangalore,8.0,3,2,February
1159,C840,2024-02-02,Electronics,Tablet,17460,2,34920,COD,Delhi,5.0,5,2,February
1160,C602,2024-01-04,Groceries,Rice,51085,2,102170,COD,Delhi,8.0,1,1,January
1161,C342,2024-01-31,Groceries,Sugar,13246,3,39738,Card,Pune,8.0,5,1,January
1162,C322,2024-01-06,Furniture,Sofa,10987,4,43948,COD,Delhi,2.0,4,1,January
1163,C103,2024-03-19,Electronics,Laptop,14243,3,42729,Card,Pune,6.0,1,3,March
1164,C673,2024-02-26,Groceries,Wheat,46885,4,187540,UPI,Mumbai,5.0,3,2,February
1165,C534,2024-02-14,Clothing,Jacket,13903,2,27806,Card,Delhi,5.0,2,2,February
1166,C886,2024-03-24,Groceries,Rice,42301,4,169204,Card,Chennai,1.0,4,3,March
1167,C658,2024-01-01,Clothing,Jeans,37176,4,148704,COD,Chennai,6.0,5,1,January
1168,C610,2024-03-17,Furniture,Sofa,2117,3,6351,COD,Chennai,3.0,1,3,March
1169,C109,2024-01-05,Furniture,Sofa,58445,2,116890,COD,Delhi,7.0,2,1,January
1170,C112,2024-02-09,Furniture,Chair,2419,2,4838,Card,Chennai,2.0,4,2,February
1171,C712,2024-03-13,Groceries,Wheat,8712,3,26136,COD,Chennai,1.0,1,3,March
1172,C649,2024-02-04,Furniture,Table,51346,3,154038,COD,Delhi,1.0,5,2,February
1173,C335,2024-02-19,Clothing,Shorts,31237,4,124948,COD,Delhi,5.0,3,2,February
1174,C687,2024-02-04,Furniture,Unknown,5456,2,10912,COD,Mumbai,1.0,4,2,February
1175,C939,2024-01-11,Clothing,Shirt,6151,1,6151,UPI,Mumbai,9.0,5,1,January
1176,C897,2024-02-04,Furniture,Sofa,55765,4,223060,COD,Chennai,5.0,5,2,February
1177,C177,2024-01-26,Furniture,Chair,97410,3,58446,UPI,Bangalore,4.0,1,1,January
1178,C188,2024-01-18,Furniture,Table,14260,2,28520,UPI,Pune,8.0,3,1,January
1179,C964,2024-01-23,Furniture,Sofa,8004,2,16008,UPI,Chennai,1.0,1,1,January
1180,C602,2024-03-06,Groceries,Sugar,2392,1,2392,Card,Delhi,5.0,3,3,March
1181,C297,2024-01-06,Electronics,Tablet,11502,3,34506,UPI,Mumbai,3.0,3,1,January
1182,C547,2024-01-15,Clothing,Shorts,24719,2,49438,UPI,Pune,1.0,4,1,January
1183,C519,2024-01-29,Groceries,Oil,25253,3,75759,Card,Bangalore,6.0,1,1,January
1184,C510,2024-02-24,Electronics,Mobile,1320,1,1320,UPI,Bangalore,1.0,4,2,February
1185,C621,2024-01-05,Groceries,Sugar,19229,2,38458,Card,Chennai,1.0,5,1,January
1186,C327,2024-03-28,Furniture,Chair,23910,3,71730,UPI,Mumbai,4.0,5,3,March
1187,C256,2024-02-16,Groceries,Oil,20303,1,20303,COD,Pune,4.0,4,2,February
1188,C510,2024-02-05,Electronics,Headphones,3956,2,7912,UPI,Delhi,4.0,2,2,February
1189,C168,2024-01-20,Clothing,Shirt,59378,3,178134,UPI,Chennai,8.0,2,1,January
1190,C495,2024-03-30,Clothing,Jeans,10741,3,32223,COD,Pune,8.0,2,3,March
1191,C722,2024-02-29,Clothing,T-shirt,17568,1,17568,COD,Bangalore,4.0,4,2,February
1192,C226,2024-01-31,Furniture,Bed,53228,4,212912,UPI,Pune,5.0,3,1,January
1193,C395,2024-02-10,Groceries,Sugar,40164,2,80328,Card,Pune,6.0,3,2,February
1194,C913,2024-01-21,Clothing,Jacket,13918,1,13918,Card,Chennai,4.0,1,1,January
1195,C666,2024-02-09,Electronics,Speaker,36040,3,108120,Unknown,Pune,5.0,1,2,February
1196,C301,2024-02-21,Groceries,Rice,9724,1,9724,UPI,Pune,9.0,5,2,February
1197,C902,2024-03-03,Clothing,Jacket,32609,1,32609,UPI,Delhi,4.0,1,3,March
1198,C905,2024-01-02,Groceries,Rice,34593,3,103779,Card,Pune,7.0,2,1,January
1199,C446,2024-01-17,Clothing,T-shirt,8866,2,17732,Card,Pune,3.0,1,1,January
1200,C809,2024-03-28,Clothing,Shirt,2190,4,8760,UPI,Delhi,1.0,1,3,March
1201,C761,2024-01-26,Electronics,Mobile,37348,3,112044,COD,Pune,2.0,5,1,January
1202,C948,2024-03-24,Furniture,Sofa,27896,3,83688,COD,Bangalore,9.0,1,3,March
1203,C441,2024-03-03,Electronics,Mobile,37211,2,74422,COD,Bangalore,8.0,1,3,March
1204,C835,2024-01-13,Clothing,Unknown,21006,1,21006,Unknown,Mumbai,7.0,3,1,January
1205,C822,2024-03-02,Clothing,Jeans,24642,4,98568,UPI,Bangalore,1.0,5,3,March
1206,C243,2024-02-09,Groceries,Sugar,42660,2,85320,Card,Chennai,5.0,2,2,February
1207,C470,2024-02-16,Electronics,Speaker,33736,2,67472,COD,Mumbai,2.0,2,2,February
1208,C212,2024-02-07,Electronics,Speaker,6845,4,27380,COD,Bangalore,3.0,4,2,February
1209,C154,2024-01-03,Groceries,Sugar,55368,4,221472,Card,Pune,3.0,2,1,January
1210,C186,2024-02-24,Groceries,Oil,52803,1,52803,COD,Mumbai,2.0,5,2,February
1211,C412,2024-03-07,Groceries,Sugar,44239,1,44239,Card,Delhi,8.0,3,3,March
1212,C153,2024-03-07,Groceries,Oil,49348,4,197392,COD,Bangalore,3.0,1,3,March
1213,C363,2024-02-03,Clothing,T-shirt,20259,3,60777,COD,Chennai,3.0,3,2,February
1214,C599,2024-02-06,Clothing,Shirt,12375,4,49500,COD,Delhi,6.0,5,2,February
1215,C922,2024-02-17,Groceries,Rice,21589,3,64767,COD,Chennai,2.0,2,2,February
1216,C250,2024-03-25,Electronics,Tablet,58318,1,58318,COD,Mumbai,3.0,5,3,March
1217,C384,2024-02-29,Groceries,Oil,42074,4,168296,Card,Pune,2.0,2,2,February
1218,C808,2024-01-20,Electronics,Unknown,43080,3,129240,Card,Chennai,2.0,3,1,January
1219,C495,2024-01-20,Clothing,Shorts,37534,3,112602,COD,Chennai,5.0,5,1,January
1220,C833,2024-01-09,Clothing,Jeans,13421,4,53684,UPI,Pune,2.0,5,1,January
1221,C599,2024-03-26,Clothing,Jacket,7283,3,21849,Card,Chennai,8.0,1,3,March
1222,C158,2024-03-27,Groceries,Oil,48485,4,193940,Card,Bangalore,1.0,2,3,March
1223,C625,2024-01-09,Electronics,Headphones,36154,1,36154,UPI,Pune,8.0,2,1,January
1224,C458,2024-03-13,Electronics,Mobile,41396,1,41396,Card,Delhi,6.0,3,3,March
1225,C765,2024-02-27,Clothing,Jacket,51893,4,207572,UPI,Bangalore,2.0,5,2,February
1226,C245,2024-03-25,Furniture,Unknown,16658,2,33316,Card,Chennai,4.0,1,3,March
1227,C116,2024-02-06,Clothing,Shirt,31853,2,63706,UPI,Bangalore,9.0,2,2,February
1228,C728,2024-03-26,Groceries,Wheat,13075,3,39225,COD,Chennai,5.0,3,3,March
1229,C745,2024-02-09,Clothing,Shirt,40960,3,122880,Card,Bangalore,2.0,4,2,February
1230,C920,2024-03-11,Furniture,Bed,47028,1,47028,COD,Pune,1.0,2,3,March
1231,C801,2024-02-15,Furniture,Chair,35996,4,143984,COD,Pune,2.0,4,2,February
1232,C804,2024-02-20,Furniture,Chair,38909,3,116727,Card,Bangalore,5.0,4,2,February
1233,C128,2024-01-21,Furniture,Table,22074,2,44148,Card,Pune,8.0,3,1,January
1234,C212,2024-02-28,Furniture,Table,24263,4,97052,Card,Pune,7.0,3,2,February
1235,C154,2024-01-24,Furniture,Sofa,50685,2,101370,Card,Pune,6.0,5,1,January
1236,C861,2024-02-05,Furniture,Chair,24063,1,24063,Card,Delhi,4.0,3,2,February
1237,C590,2024-03-21,Electronics,Mobile,1962,4,7848,UPI,Pune,2.0,1,3,March
1238,C600,2024-03-13,Electronics,Tablet,33121,2,66242,COD,Pune,9.0,1,3,March
1239,C160,2024-02-12,Groceries,Oil,55112,1,55112,Unknown,Mumbai,8.0,2,2,February
1240,C902,2024-01-03,Furniture,Bed,226400,3,135840,UPI,Delhi,2.0,5,1,January
1241,C534,2024-01-12,Furniture,Sofa,20787,4,83148,Card,Bangalore,3.0,5,1,January
1242,C916,2024-03-01,Groceries,Sugar,49282,3,147846,UPI,Delhi,1.0,2,3,March
1243,C596,2024-02-16,Clothing,T-shirt,36608,3,109824,Card,Chennai,8.0,3,2,February
1244,C760,2024-03-21,Clothing,Shorts,6095,3,18285,Card,Delhi,7.0,5,3,March
1245,C809,2024-03-12,Groceries,Rice,2621,4,10484,COD,Mumbai,9.0,2,3,March
1246,C670,2024-01-26,Furniture,Sofa,54739,3,164217,UPI,Chennai,9.0,5,1,January
1247,C387,2024-01-10,Groceries,Rice,46817,3,140451,Card,Pune,7.0,1,1,January
1248,C185,2024-01-07,Electronics,Speaker,12382,2,24764,UPI,Pune,5.0,1,1,January
1249,C939,2024-02-28,Groceries,Wheat,11322,4,45288,UPI,Bangalore,7.0,5,2,February
1250,C471,2024-02-08,Clothing,Jeans,6937,3,20811,COD,Delhi,3.0,2,2,February
1251,C714,2024-01-17,Furniture,Table,18050,2,36100,Card,Delhi,5.0,3,1,January
1252,C912,2024-01-03,Electronics,Speaker,35635,4,142540,COD,Chennai,5.0,3,1,January
1253,C282,2024-03-27,Clothing,Jeans,3183,2,6366,Unknown,Mumbai,7.0,1,3,March
1254,C496,2024-03-22,Clothing,Unknown,44747,1,44747,Card,Chennai,1.0,5,3,March
1255,C993,2024-03-06,Furniture,Sofa,13937,4,55748,COD,Pune,7.0,3,3,March
1256,C513,2024-01-13,Electronics,Laptop,52593,2,105186,UPI,Pune,2.0,3,1,January
1257,C913,2024-01-29,Electronics,Headphones,30786,3,92358,Card,Mumbai,1.0,5,1,January
1258,C796,2024-01-16,Clothing,T-shirt,8636,4,34544,COD,Delhi,8.0,4,1,January
1259,C365,2024-01-30,Furniture,Table,58806,1,58806,UPI,Bangalore,9.0,4,1,January
1260,C788,2024-01-03,Clothing,Jeans,12876,1,12876,UPI,Pune,8.0,2,1,January
1261,C392,2024-01-25,Furniture,Table,55819,2,111638,COD,Delhi,1.0,5,1,January
1262,C684,2024-01-15,Clothing,Jeans,24757,3,74271,Card,Pune,1.0,1,1,January
1263,C239,2024-02-28,Furniture,Bed,120475,4,96380,UPI,Delhi,5.0,5,2,February
1264,C479,2024-03-10,Clothing,Shorts,45228,3,135684,UPI,Chennai,7.0,3,3,March
1265,C325,2024-01-25,Electronics,Headphones,29957,1,29957,Card,Chennai,7.0,4,1,January
1266,C759,2024-03-03,Groceries,Rice,55042,4,220168,Card,Mumbai,6.0,5,3,March
1267,C429,2024-02-26,Clothing,Unknown,36532,2,73064,UPI,Pune,9.0,1,2,February
1268,C987,2024-01-06,Clothing,Jeans,43713,3,131139,Card,Pune,5.0,5,1,January
1269,C826,2024-02-18,Furniture,Table,8445,3,25335,COD,Chennai,9.0,3,2,February
1270,C672,2024-02-04,Electronics,Headphones,92485,1,18497,UPI,Pune,2.0,2,2,February
1271,C315,2024-01-03,Furniture,Sofa,26885,1,26885,UPI,Pune,3.0,5,1,January
1272,C188,2024-03-13,Furniture,Table,7487,1,7487,COD,Chennai,4.0,5,3,March
1273,C716,2024-02-25,Furniture,Unknown,44841,3,134523,UPI,Bangalore,3.0,3,2,February
1274,C748,2024-03-07,Groceries,Rice,58531,1,58531,COD,Pune,9.0,2,3,March
1275,C620,2024-03-19,Clothing,Shirt,26131,2,52262,Card,Delhi,8.0,1,3,March
1276,C325,2024-03-28,Furniture,Chair,58962,3,176886,Card,Delhi,6.0,3,3,March
1277,C701,2024-01-18,Groceries,Oil,4172,4,16688,Card,Chennai,6.0,5,1,January
1278,C895,2024-03-09,Electronics,Mobile,10103,1,10103,Card,Pune,1.0,2,3,March
1279,C417,2024-02-27,Electronics,Laptop,9716,4,38864,Card,Delhi,3.0,2,2,February
1280,C848,2024-02-02,Groceries,Unknown,6383,3,19149,COD,Pune,6.0,3,2,February
1281,C191,2024-02-28,Electronics,Headphones,51735,4,206940,COD,Mumbai,9.0,5,2,February
